ID,Segmentation
458989,B
458994,C
458996,A
459000,D
459001,D
459003,A
459005,A
459008,C
459013,C
459014,D
459015,D
459016,D
459024,C
459026,D
459032,D
459033,A
459036,A
459039,C
459041,A
459045,A
459056,B
459057,C
459058,C
459059,B
459061,B
459064,D
459065,B
459074,D
459077,C
459079,C
459080,D
459083,B
459090,D
459091,C
459093,C
459100,A
459106,A
459114,C
459116,C
459117,C
459118,D
459119,D
459120,C
459121,C
459123,C
459130,C
459132,D
459136,C
459140,D
459143,A
459144,C
459145,D
459150,A
459160,C
459161,A
459162,C
459163,A
459167,C
459170,A
459171,C
459172,C
459175,B
459181,C
459182,C
459184,A
459185,D
459193,A
459194,C
459196,D
459208,B
459209,D
459210,C
459212,B
459213,D
459216,C
459220,C
459221,A
459222,B
459223,C
459224,C
459227,A
459229,A
459236,C
459237,C
459244,A
459247,C
459258,C
459263,D
459264,C
459266,D
459270,D
459284,C
459287,A
459288,C
459289,A
459290,C
459292,C
459293,D
459296,B
459300,A
459307,A
459310,D
459316,D
459318,B
459320,C
459322,A
459323,D
459338,C
459339,C
459344,C
459347,D
459349,B
459352,C
459353,C
459354,B
459355,A
459360,D
459361,B
459362,C
459363,A
459364,A
459369,C
459375,C
459377,C
459383,A
459384,C
459385,B
459386,C
459391,B
459394,D
459397,C
459398,A
459401,D
459403,C
459405,C
459407,A
459409,C
459410,C
459412,B
459413,C
459415,D
459418,B
459419,C
459420,A
459421,C
459422,C
459423,D
459424,C
459428,D
459432,A
459436,A
459439,C
459445,C
459447,A
459449,C
459451,C
459456,D
459458,D
459459,A
459461,A
459464,A
459466,A
459467,C
459469,D
459471,D
459480,A
459481,A
459482,D
459485,C
459496,C
459497,D
459499,C
459503,B
459505,B
459507,C
459509,D
459512,C
459515,B
459516,C
459518,C
459535,C
459536,C
459538,B
459541,B
459549,D
459555,A
459558,D
459564,D
459566,C
459567,C
459571,A
459576,D
459579,C
459581,A
459582,A
459583,A
459585,C
459587,C
459588,A
459591,C
459592,D
459594,A
459597,C
459603,C
459607,C
459608,A
459612,D
459616,D
459617,D
459618,B
459621,D
459625,A
459626,D
459632,B
459644,D
459652,D
459658,B
459664,A
459665,A
459672,C
459673,D
459678,D
459680,D
459686,A
459691,B
459692,C
459693,B
459699,A
459701,B
459710,B
459711,A
459712,D
459713,D
459715,D
459718,C
459725,C
459727,C
459740,D
459742,C
459745,D
459746,C
459747,C
459748,A
459755,B
459756,C
459760,A
459763,D
459767,D
459771,A
459779,A
459780,D
459785,A
459793,B
459795,A
459801,B
459804,A
459806,A
459808,C
459815,A
459816,C
459819,C
459821,B
459822,D
459825,C
459827,A
459832,C
459845,A
459851,A
459853,C
459856,A
459857,D
459861,C
459864,C
459866,A
459867,C
459869,D
459871,A
459885,B
459886,D
459887,B
459889,B
459897,C
459909,A
459910,A
459911,C
459914,A
459923,D
459925,C
459937,A
459943,D
459945,C
459946,C
459949,A
459953,C
459961,B
459962,A
459966,A
459968,B
459970,C
459973,C
459974,A
459975,A
459981,A
459986,A
459995,A
459996,A
459998,A
460004,A
460006,D
460014,D
460023,A
460027,A
460033,C
460036,B
460040,D
460045,A
460046,C
460050,A
460051,A
460052,A
460058,A
460059,A
460061,D
460066,A
460068,A
460073,B
460075,A
460079,D
460081,A
460088,D
460090,A
460093,A
460095,D
460097,C
460099,A
460101,D
460103,A
460105,A
460106,A
460107,A
460108,A
460109,C
460110,C
460112,A
460116,C
460118,C
460119,D
460122,A
460124,C
460126,C
460134,A
460135,D
460140,C
460141,A
460144,A
460146,A
460147,A
460157,A
460160,D
460162,C
460166,C
460167,D
460168,C
460171,C
460174,C
460175,C
460177,A
460179,D
460183,D
460185,D
460187,A
460189,D
460190,D
460192,B
460196,D
460206,B
460211,A
460212,C
460214,A
460222,C
460223,D
460227,D
460242,D
460243,D
460247,D
460248,D
460252,C
460263,C
460265,A
460270,D
460272,D
460275,A
460276,C
460281,D
460283,D
460284,D
460287,A
460289,B
460298,A
460303,A
460305,A
460306,D
460310,D
460315,A
460319,B
460322,A
460323,B
460324,D
460327,A
460333,D
460336,B
460340,A
460341,A
460344,C
460346,C
